id	name	language	english name	srgb_R	srgb_G	srgb_B	cielab_L	cielab_a	cielab_b
43706	芝生の緑	Japanese	lawn green	104	127	63	50	-19	32
43806	葉	Japanese	leaf	109	150	38	57	-31	51
44106	革	Japanese	leather	150	87	52	44	23	31
44206	レモン	Japanese	lemon	201	170	46	71	-1	64
44406	レモンライム	Japanese	lemon lime	197	215	125	83	-20	43
44506	レモンイエロー	Japanese	lemon yellow	204	192	85	77	-9	54
44606	苔癬	Japanese	lichen	180	123	110	57	21	16
44706	ライトアクア	Japanese	light aqua	226	249	255	97	-6	-7
44806	ライトアクアマリン	Japanese	light aquamarine	192	211	206	83	-7	0
45006	ライトブルー	Japanese	light blue	151	255	255	97	-18	-34
45206	ライトブルーグレー	Japanese	light blue grey	143	255	255	97	-15	-41
45506	明るい茶色	Japanese	light brown	102	61	37	30	15	22
45606	光ブルゴーニュ	Japanese	light burgundy	87	42	39	23	21	12
45706	ライトシアン	Japanese	light cyan	173	214	231	83	-10	-13
45906	ライトフォレストグリーン	Japanese	light forest green	36	60	57	23	-10	-1
46006	ライトゴールド	Japanese	light gold	235	204	160	84	5	26
46506	ライトグレー	Japanese	light grey	241	247	243	97	-3	1
46606	ライトグレーブルー	Japanese	light grey blue	255	239	217	97	8	15
46906	カーキ色の光	Japanese	light khaki	186	143	132	63	14	12
47006	ライトラベンダー	Japanese	light lavendar	180	166	195	70	10	-13
47106	ライトラベンダー	Japanese	light lavender	162	147	175	63	11	-13
47206	ライトライトブルー	Japanese	light light blue	179	255	255	97	-16	-23
47306	光ライトグリーン	Japanese	light light green	229	252	222	97	-13	12
47406	光ライラック	Japanese	light lilac	152	129	154	57	14	-10
47606	ライトライムグリーン	Japanese	light lime green	188	198	67	77	-20	62
47906	藤色の光	Japanese	light mauve	164	147	176	63	12	-12
48006	ライトミント	Japanese	light mint	199	231	223	89	-12	0
48106	ライトミントグリーン	Japanese	light mint green	199	231	222	89	-12	1
48206	ライトモスグリーン	Japanese	light moss green	159	137	85	58	1	31
48306	ライトマスタード	Japanese	light mustard	200	168	89	70	2	44
48406	光海軍	Japanese	light navy	34	28	30	11	3	0
48506	光ネイビーブルー	Japanese	light navy blue	36	42	62	17	3	-14
48606	ライトネオングリーン	Japanese	light neon green	102	190	111	70	-43	32
48806	ライトオリーブグリーン	Japanese	light olive green	255	244	225	97	0	11
49006	ライトパステルグリーン	Japanese	light pastel green	184	210	197	82	-11	3
49106	光エンドウ豆の緑	Japanese	light pea green	174	197	127	76	-19	32
49206	ライトピーチ	Japanese	light peach	246	219	205	89	7	10
49406	淡いピンク	Japanese	light pink	236	198	203	83	14	2
49506	光梅	Japanese	light plum	135	90	102	43	20	1
50006	光セージ	Japanese	light sage	133	139	94	56	-10	23
50106	ライトサーモン	Japanese	light salmon	224	155	138	70	23	19
50306	ライトシーフォーム	Japanese	light seafoam	112	164	152	64	-20	1
50406	ライトシーフォームグリーン	Japanese	light seafoam green	133	162	124	64	-17	17
50506	明るい空色	Japanese	light sky blue	108	160	189	63	-9	-20
50606	淡褐色	Japanese	light tan	224	204	167	83	1	21
50806	ライトターコイズ	Japanese	light turquoise	61	130	137	51	-20	-10
51006	ライトバイオレット	Japanese	light violet	197	185	215	77	10	-14
51106	淡黄色	Japanese	light yellow	186	172	71	70	-7	52
51206	光黄緑	Japanese	light yellow green	238	227	95	89	-12	64
51306	光黄緑	Japanese	light yellowish green	238	227	95	89	-12	64
51406	水色	Japanese	lightblue	162	217	236	84	-13	-15
52206	ライラック	Japanese	lilac	186	164	192	70	13	-12
52906	マカロニアンドチーズ	Japanese	macaroni and cheese	159	112	26	51	11	51
53006	マゼンタ	Japanese	magenta	185	86	121	50	44	0
53106	マホガニー	Japanese	mahogany	134	69	35	37	25	32
53206	メイズ	Japanese	maize	221	182	153	77	10	20
53306	マンゴー	Japanese	mango	200	86	28	51	42	53
53506	マリーゴールド	Japanese	marigold	235	154	0	70	21	75
53606	海洋の	Japanese	marine	63	105	154	44	0	-31
53706	マリンブルー	Japanese	marine blue	53	69	121	30	10	-32
53806	栗色	Japanese	maroon	96	62	48	30	13	15
53906	ふじ色	Japanese	mauve	221	200	226	83	12	-10
54006	ミディアムブルー	Japanese	medium blue	46	84	152	36	10	-41
54306	ミディアムグレー	Japanese	medium grey	89	86	78	37	0	5
54706	メルロー	Japanese	merlot	25	6	13	3	8	0
54806	メタリックブルー	Japanese	metallic blue	50	85	154	37	11	-41
54906	ミッドブルー	Japanese	mid blue	41	56	85	23	3	-20
55106	真夜中	Japanese	midnight	12	11	19	3	2	-4
55206	ミッドナイトブルー	Japanese	midnight blue	21	27	48	10	4	-15
55306	ミッドナイトパープル	Japanese	midnight purple	63	51	72	23	10	-11
55506	ミルクチョコレート	Japanese	milk chocolate	73	30	16	17	19	19
55606	ミント	Japanese	mint	100	149	57	57	-33	42
55906	褐色がかつたチヨコレート色	Japanese	mocha	65	35	11	17	12	21
56006	コケ	Japanese	moss	90	112	28	44	-21	41
56206	苔緑	Japanese	mossy green	107	128	44	50	-20	42
56306	泥	Japanese	mud	127	117	102	50	1	10
56406	泥茶色	Japanese	mud brown	107	102	99	43	1	2
56506	泥緑	Japanese	mud green	76	73	69	31	1	3
56606	濁った茶色	Japanese	muddy brown	109	101	84	43	0	11
56706	泥だらけの緑	Japanese	muddy green	82	90	52	37	-10	21
57006	濁った緑色	Japanese	murky green	109	124	97	50	-11	13
57206	マスタード	Japanese	mustard	197	169	91	70	1	43
57306	マスタードブラウン	Japanese	mustard brown	154	110	64	50	12	32
57506	イエローマスタード	Japanese	mustard yellow	155	111	43	50	10	43
57606	ミュート青	Japanese	muted blue	9	10	32	3	5	-14
57806	ミュートピンク	Japanese	muted pink	255	203	255	97	55	-7
57906	ミュート紫	Japanese	muted purple	64	53	59	24	6	-1
58106	ネイビー	Japanese	navy	0	29	61	10	2	-24
58406	ネオンブルー	Japanese	neon blue	61	127	157	50	-12	-22
58906	ネオンイエロー	Japanese	neon yellow	224	234	97	90	-21	64
59006	素敵な青	Japanese	nice blue	51	72	103	30	1	-21
59106	夜の青	Japanese	night blue	5	12	27	3	2	-10
59206	海	Japanese	ocean	86	161	208	63	-10	-31
59306	オーシャンブルー	Japanese	ocean blue	135	126	209	57	23	-42
59406	オーシャングリーン	Japanese	ocean green	178	214	210	83	-12	-2
59506	黄土色	Japanese	ocher	184	149	81	64	5	40
59606	黄土色	Japanese	ochre	184	150	81	64	4	41
59806	ブルーオフ	Japanese	off blue	228	226	227	90	1	0
59906	緑オフ	Japanese	off green	238	250	212	97	-10	17
60006	オフホワイト	Japanese	off white	233	222	206	89	1	9
60106	黄色オフ	Japanese	off yellow	167	136	20	58	1	59
60206	古いピンク	Japanese	old pink	90	64	69	30	12	2
60406	オリーブ	Japanese	olive	128	141	99	57	-12	21
60506	オリーブブラウン	Japanese	olive brown	93	40	23	23	23	22
60606	オリーブドラブ	Japanese	olive drab	6	95	66	35	-31	10
60906	オレンジ	Japanese	orange	246	169	62	75	20	63
61106	オレンジピンク	Japanese	orange pink	237	173	149	76	20	22
61206	オレンジ赤	Japanese	orange red	223	128	78	63	32	43
61306	オレンジイエロー	Japanese	orange yellow	238	203	103	83	1	53
61506	オレンジレッド	Japanese	orangered	225	91	81	56	52	32
61606	オレンジ色の茶色	Japanese	orangey brown	148	87	49	43	22	32
61706	オレンジ色の赤	Japanese	orangey red	204	111	61	57	32	43
61806	オレンジ色の黄色	Japanese	orangey yellow	201	146	34	64	11	62
61906	オレンジがかった	Japanese	orangish	106	34	13	24	31	30
62006	オレンジがかった茶色	Japanese	orangish brown	165	104	63	50	20	33
62106	オレンジがかった赤	Japanese	orangish red	137	36	25	31	42	32
62206	蘭	Japanese	orchid	164	98	137	50	32	-10
62306	淡い	Japanese	pale	255	210	171	90	22	30
62406	淡い水色	Japanese	pale aqua	148	173	189	69	-5	-11
62506	淡いブルー	Japanese	pale blue	175	191	212	77	-1	-13
62606	薄茶色	Japanese	pale brown	151	111	78	50	12	25
62706	淡い青緑色	Japanese	pale cyan	137	159	151	64	-9	2
62806	淡いゴールド	Japanese	pale gold	212	188	150	77	3	22
62906	淡緑色	Japanese	pale green	153	178	149	70	-14	12
63006	淡いグレー	Japanese	pale grey	224	167	155	73	19	15
63106	淡いラベンダー	Japanese	pale lavender	170	146	170	63	13	-9
63206	淡いライトグリーン	Japanese	pale light green	181	192	164	76	-9	13
63306	淡いライラック	Japanese	pale lilac	191	164	173	70	12	-1
63706	藤色、淡い	Japanese	pale mauve	199	180	206	76	11	-11
63806	淡いオリーブ	Japanese	pale olive	139	136	113	56	-3	13
63906	淡いオリーブグリーン	Japanese	pale olive green	146	134	113	56	1	13
64006	淡いオレンジ色	Japanese	pale orange	208	162	114	70	11	32
64206	淡いピンク	Japanese	pale pink	236	198	203	83	14	2
64306	薄紫	Japanese	pale purple	208	180	215	77	17	-14
64406	淡赤色	Japanese	pale red	160	128	131	57	13	3
64506	淡いバラ	Japanese	pale rose	175	123	132	57	21	3
64606	淡いサーモン	Japanese	pale salmon	214	181	167	76	10	12
64706	淡い空色	Japanese	pale sky blue	161	189	208	75	-5	-13
64806	淡いティール	Japanese	pale teal	182	169	156	70	2	8
64906	淡いターコイズ	Japanese	pale turquoise	137	178	184	70	-12	-8
65006	淡い紫	Japanese	pale violet	186	163	190	70	13	-11
65106	淡黄色	Japanese	pale yellow	186	172	71	70	-7	52
65306	パステルブルー	Japanese	pastel blue	178	212	226	83	-8	-11
65406	パステルグリーン	Japanese	pastel green	170	197	173	77	-13	9
65506	パステルオレンジ	Japanese	pastel orange	218	158	131	70	19	23
65606	パステルピンク	Japanese	pastel pink	232	198	203	83	13	2
65706	パステルパープル	Japanese	pastel purple	208	180	205	76	14	-9
65806	パステルカラーの赤	Japanese	pastel red	152	52	54	37	42	22
65906	パステルイエロー	Japanese	pastel yellow	211	189	112	77	-2	42
66006	エンドウ	Japanese	pea	116	145	78	57	-22	32
66106	黄緑	Japanese	pea green	198	217	105	83	-23	53
66206	ピースープ	Japanese	pea soup	137	96	32	44	10	41
66306	エンドウ豆のスープグリーン	Japanese	pea soup green	140	118	45	50	0	42
66406	桃	Japanese	peach	217	130	117	63	32	22
66506	桃のピンク	Japanese	peachy pink	209	156	172	70	22	0
66606	ピーコックブルー	Japanese	peacock blue	46	109	137	43	-11	-21
66706	梨	Japanese	pear	195	169	90	70	0	44
67106	ガソリン	Japanese	petrol	91	103	120	43	-1	-11
67206	豚ピンク	Japanese	pig pink	180	121	120	57	23	10
67306	松	Japanese	pine	61	75	51	30	-11	12
67406	松緑	Japanese	pine green	35	26	27	10	4	1
67506	桃色	Japanese	pink	193	139	154	63	23	0
67806	ピンク色がかった	Japanese	pinkish	180	145	134	63	11	11
67906	ピンクがかった茶色	Japanese	pinkish brown	165	128	100	56	10	21
68006	ピンクがかった灰色	Japanese	pinkish grey	115	99	96	43	6	4
68106	ピンクがかったオレンジ色	Japanese	pinkish orange	180	97	67	50	31	32
68306	ピンクがかった赤	Japanese	pinkish red	165	39	56	37	51	22
68506	小指	Japanese	pinky	155	109	101	50	17	12
68906	ピスタチオ	Japanese	pistachio	173	151	93	63	0	33
69306	うんち	Japanese	poo	82	50	23	24	12	23
69406	うんち茶色	Japanese	poo brown	128	95	68	43	10	21
69606	船尾茶色	Japanese	poop brown	113	119	118	49	-2	0
69806	パウダーブルー	Japanese	powder blue	156	195	210	77	-10	-12
70006	紺青色	Japanese	prussian blue	34	39	74	17	9	-23
70106	暗褐色	Japanese	puce	70	53	36	23	5	13
70606	カボチャ	Japanese	pumpkin	195	144	53	63	11	54
70706	カボチャオレンジ	Japanese	pumpkin orange	145	64	17	37	31	42
70906		Japanese	purple	172	117	173	56	31	-21
71106	紫褐色	Japanese	purple brown	100	107	48	43	-12	32
71506	紫がかつた	Japanese	purpleish	66	51	71	24	11	-10
72006	パープレイグレー	Japanese	purpley grey	30	28	29	11	1	0
72206	紫がかった	Japanese	purplish	143	84	121	43	30	-11
72406	紫褐色	Japanese	purplish brown	100	107	48	43	-12	32
72506	紫がかった灰色	Japanese	purplish grey	140	134	140	57	3	-2
72606	紫がかったピンク	Japanese	purplish pink	157	104	120	50	23	0
72706	赤紫	Japanese	purplish red	115	48	74	30	33	-1
73106	黄灰色	Japanese	putty	103	103	96	43	-2	4
73206	レーシンググリーン	Japanese	racing green	38	60	56	24	-10	0
73406	ラズベリー	Japanese	raspberry	168	38	40	37	52	32
73606	生アンバー	Japanese	raw umber	123	47	22	30	31	32
73706	実際にライトブルー	Japanese	really light blue	231	248	255	97	-3	-9
73806	赤	Japanese	red	199	38	35	44	61	43
73906	赤茶色	Japanese	red brown	58	16	13	11	20	12
74006	赤オレンジ	Japanese	red orange	195	84	66	50	43	32
74106	赤、ピンク	Japanese	red pink	213	130	136	63	32	10
74206	赤紫色	Japanese	red purple	116	48	72	30	32	0
74306	赤紫色	Japanese	red violet	116	48	72	30	32	0
74406	赤ワイン	Japanese	red wine	101	32	40	23	32	12
74506	赤みがかった	Japanese	reddish	91	43	28	24	21	20
74606	赤褐色	Japanese	reddish brown	141	88	67	43	20	21
74706	灰色から赤褐色	Japanese	reddish grey	95	86	70	37	1	11
74806	赤みがかったオレンジ色	Japanese	reddish orange	176	68	32	44	43	43
75006	紫色の赤みがかった	Japanese	reddish purple	129	90	119	43	21	-10
75106	レディブラウン	Japanese	reddy brown	146	110	100	50	12	11
75306	豊富な紫色	Japanese	rich purple	162	124	153	57	20	-10
75406	ロビンエッグブルー	Japanese	robin egg blue	148	198	205	77	-15	-9
75806	バラ	Japanese	rose	199	36	55	44	62	32
75906	ローズピンク	Japanese	rose pink	255	213	218	89	16	3
76006	バラ赤	Japanese	rose red	183	19	29	39	61	41
76106	バラ色のピンク	Japanese	rosy pink	228	174	186	76	22	1
76406	ロイヤルブルー	Japanese	royal blue	35	65	151	30	21	-51
76606	ルビー	Japanese	ruby	147	52	86	37	43	1
76806	さび	Japanese	rust	117	78	55	37	14	20
76906	さび茶色の	Japanese	rust brown	99	84	71	37	4	10
77006	さびオレンジ	Japanese	rust orange	170	104	47	50	22	42
77506	セージ	Japanese	sage	129	162	114	63	-21	22
77606	セージグリーン	Japanese	sage green	118	122	104	50	-5	9
77706	サーモン	Japanese	salmon	196	85	47	50	42	43
77806	サーモンピンク	Japanese	salmon pink	235	174	168	77	21	12
77906	砂	Japanese	sand	216	165	116	71	13	32
78006	砂茶色	Japanese	sand brown	99	83	67	36	4	12
78106	砂の黄色	Japanese	sand yellow	186	150	112	65	8	25
78206	砂岩	Japanese	sandstone	215	143	76	65	21	46
78406	砂の茶色	Japanese	sandy brown	141	113	85	50	7	19
78506	砂の黄色	Japanese	sandy yellow	186	150	112	64	8	25
78706	サファイア	Japanese	sapphire	42	52	104	23	13	-32
78806	緋色	Japanese	scarlet	118	48	54	30	31	12
78906	海	Japanese	sea	53	107	158	44	-1	-33
79006	海の青	Japanese	sea blue	105	157	209	63	-3	-32
79306	シーフォームブルー	Japanese	seafoam blue	145	178	171	70	-13	0
79506	海藻	Japanese	seaweed	193	214	125	82	-21	41
79606	海藻の緑	Japanese	seaweed green	62	77	35	30	-14	23
80206	くそ緑	Japanese	shit green	102	146	115	57	-22	12
80306	ショッキングピンク	Japanese	shocking pink	222	122	155	63	43	0
80706	シエナ	Japanese	sienna	107	81	68	37	9	11
80806	銀	Japanese	silver	154	156	160	64	0	-3
80906	空	Japanese	sky	117	155	209	63	1	-32
81006	空色	Japanese	sky blue	109	160	191	63	-9	-21
81106	スレート	Japanese	slate	11	107	108	41	-25	-7
81206	スレートブルー	Japanese	slate blue	48	74	88	30	-5	-12
81306	スレートグリーン	Japanese	slate green	239	247	247	97	-3	-1
81406	スレートグレー	Japanese	slate grey	125	80	53	38	16	24
81906	柔らかい緑の	Japanese	soft green	80	111	66	43	-20	22
82006	ソフトピンク	Japanese	soft pink	240	196	201	83	16	4
82106	ソフトパープル	Japanese	soft purple	209	180	203	76	15	-8
82406	トウヒ	Japanese	spruce	95	107	66	43	-12	21
82506	スカッシュ	Japanese	squash	155	110	46	50	11	42
82606	鋼	Japanese	steel	71	70	74	30	1	-3
82706	鋼色	Japanese	steel blue	69	72	78	30	0	-4
82906	石	Japanese	stone	121	118	118	50	1	0
83006	ストーミーブルー	Japanese	stormy blue	46	57	74	23	0	-12
83206	イチゴ	Japanese	strawberry	172	38	24	38	52	42
83506	日黄色	Japanese	sun yellow	182	153	30	64	-1	62
83606	ヒマワリ	Japanese	sunflower	205	168	0	70	0	75
83706	ヒマワリの黄色	Japanese	sunflower yellow	183	153	28	64	-1	63
83906	サンシャインイエロー	Japanese	sunshine yellow	221	187	63	77	0	64
84006	沼地	Japanese	swamp	67	90	86	36	-10	-1
84106	沼緑	Japanese	swamp green	79	90	68	37	-9	12
84206	黄褐色	Japanese	tan	174	128	63	57	11	41
84306	日焼け褐色	Japanese	tan brown	144	88	66	43	21	22
84406	日焼け緑	Japanese	tan green	77	91	66	37	-11	12
84506	濃いオレンジ色	Japanese	tangerine	176	68	31	44	42	43
84606	モグラ色	Japanese	taupe	86	68	53	30	5	12
84706	お茶	Japanese	tea	156	180	92	70	-22	42
84806	お茶緑	Japanese	tea green	214	230	202	89	-10	12
84906	コガモ	Japanese	teal	128	117	101	50	2	10
85006	ティールブルー	Japanese	teal blue	37	77	90	30	-10	-12
85406	テラコッタ	Japanese	terra cotta	208	161	131	70	13	22
85506	褐色がかつた橙色	Japanese	terracota	101	106	48	43	-11	31
85606	テラコッタ	Japanese	terracotta	208	161	130	70	14	23
85706	ティファニーブルー	Japanese	tiffany blue	85	148	144	57	-21	-4
85806	トマト	Japanese	tomato	209	72	49	50	53	43
85906	トマトの赤	Japanese	tomato red	158	53	22	38	42	41
86006	トパーズ	Japanese	topaz	231	249	251	97	-5	-3
86106	トウペ	Japanese	toupe	185	255	248	97	-25	-2
86306	木緑	Japanese	tree green	188	217	146	83	-22	32
86606	ターコイズ	Japanese	turquoise	58	130	137	50	-21	-10
86706	ターコイズブルー	Japanese	turquoise blue	72	165	186	63	-21	-19
87106	トワイライトブルー	Japanese	twilight blue	8	10	31	3	4	-13
87206	醜い青	Japanese	ugly blue	50	55	72	23	2	-11
87506	醜いピンク	Japanese	ugly pink	191	139	153	63	22	1
88206	朱色	Japanese	vermillion	188	55	33	44	52	43
88306	非常にダークブルー	Japanese	very dark blue	34	41	58	17	2	-12
88406	非常に濃い茶色	Japanese	very dark brown	60	35	26	17	11	11
88506	非常に濃い緑色	Japanese	very dark green	74	92	66	37	-12	12
88606	非常に濃い紫色	Japanese	very dark purple	156	123	171	56	22	-21
88706	非常にライトブルー	Japanese	very light blue	159	211	240	82	-10	-20
88806	非常に明るい茶色	Japanese	very light brown	108	80	68	37	10	11
88906	非常にライトグリーン	Japanese	very light green	144	182	133	70	-22	21
89006	非常に淡いピンク	Japanese	very light pink	177	144	155	63	14	-1
89206	非常に淡いブルー	Japanese	very pale blue	106	120	136	50	-2	-10
90106	ビリジアン	Japanese	viridian	29	62	58	24	-13	-1
90906	暖かい茶色	Japanese	warm brown	76	49	38	23	11	12
91006	ウォームグレー	Japanese	warm grey	243	246	246	97	-1	0
91206	暖かい紫色の	Japanese	warm purple	108	75	119	37	22	-20
91306	緑洗浄	Japanese	washed out green	234	248	251	97	-4	-3
91406	水の青	Japanese	water blue	91	142	172	57	-9	-21
91606	奇妙な緑色の	Japanese	weird green	146	180	130	70	-21	22
91706	小麦	Japanese	wheat	146	140	41	57	-10	51
91806	白	Japanese	white	255	243	211	97	2	18
91906	窓青	Japanese	windows blue	94	121	155	50	-1	-21
92106	ワインレッド	Japanese	wine red	85	19	34	18	31	8
92306	藤	Japanese	wisteria	190	160	210	70	21	-22
92406	黄色	Japanese	yellow	224	186	29	77	0	75
92506	黄褐色	Japanese	yellow brown	174	128	63	57	11	41
92606	緑黄	Japanese	yellow green	198	217	105	83	-23	53
92706	黄土色	Japanese	yellow ochre	184	149	81	64	5	40
92806	黄色オレンジ	Japanese	yellow orange	234	178	62	76	10	64
92906	黄褐色	Japanese	yellow tan	174	128	63	57	11	42
93206	黄褐色	Japanese	yellowish brown	174	128	63	57	11	42
93306	黄緑色	Japanese	yellowish green	140	163	74	63	-22	43
93406	黄色がかったオレンジ色	Japanese	yellowish orange	187	96	28	51	32	52
93506	黄色がかった黄褐色	Japanese	yellowish tan	155	135	61	57	-2	42
93606	黄色がかった茶色	Japanese	yellowy brown	110	59	22	31	19	31
507	거의 블랙	Korean	almost black	40	42	48	17	1	-4
707	자수정	Korean	amethyst	127	90	123	43	21	-12
1007	살구	Korean	apricot	194	143	75	63	12	43
1107	아쿠아	Korean	aqua	189	231	244	89	-11	-10
1207	아쿠아 블루	Korean	aqua blue	118	179	208	70	-12	-21
1407	아쿠아 마린	Korean	aqua marine	212	253	255	97	-12	-6
1507	남옥	Korean	aquamarine	136	157	156	63	-8	-2
1607	군대 녹색	Korean	army green	22	34	18	12	-9	9
1707	아스파라거스 색	Korean	asparagus	134	140	98	57	-10	22
1807	가지색	Korean	aubergine	35	30	17	11	0	10
1907	적갈색의	Korean	auburn	131	95	69	44	11	21
2007	아보카도	Korean	avocado	159	157	75	63	-11	42
2107	아보카도 그린	Korean	avocado green	135	140	95	57	-10	24
2407	베이비 블루	Korean	baby blue	199	223	231	87	-6	-6
2607	베이비 핑크	Korean	baby pink	236	198	208	83	15	0
2707	아기 똥 색	Korean	baby poo	214	162	73	70	10	52
2807	아기 똥	Korean	baby poop	194	169	111	70	1	33
3107	아기 자주색	Korean	baby purple	220	177	202	77	19	-7
3207	아기 똥 갈색	Korean	baby shit brown	191	145	79	63	10	41
3407	바나나	Korean	banana	197	147	33	64	9	62
3707	토같은 녹색	Korean	barf green	117	123	62	50	-12	32
4007	전함 회색	Korean	battleship grey	85	105	108	43	-7	-4
4207	딸기류 열매 색	Korean	berry	200	40	38	44	61	42
4407	검정	Korean	black	54	55	58	23	0	-2
4607	피	Korean	blood	118	19	17	25	41	29
4707	빨간 오렌지	Korean	blood orange	231	155	74	70	21	53
4807	피같은 빨강	Korean	blood red	227	121	135	63	42	11
5207	블루 회색	Korean	blue grey	101	123	139	50	-4	-11
5607	블루베리	Korean	blueberry	86	103	136	43	2	-20
5707	파란 그린	Korean	bluegreen	165	176	131	70	-11	22
5807	파란 회색	Korean	bluegrey	120	135	150	56	-2	-10
6007	파란듯한 회색	Korean	bluey grey	71	70	69	30	0	1
6207	푸르스름한	Korean	bluish	24	43	70	17	2	-19
6407	푸른빛이 도는 회색	Korean	bluish grey	71	71	77	30	2	-4
6807	볼 분장 분홍색	Korean	blush pink	160	105	103	50	22	10
7307	병의 초록색	Korean	bottle green	78	153	60	57	-41	41
7407	벽돌	Korean	brick	183	119	84	56	21	30
7507	벽돌 오렌지	Korean	brick orange	189	120	84	57	23	31
7607	벽돌 레드	Korean	brick red	141	88	69	43	20	20
7707	밝은 아쿠아	Korean	bright aqua	161	194	206	76	-8	-10
8907	밝은 오렌지색	Korean	bright orange	187	120	36	56	19	54
9207	밝은 적색	Korean	bright red	190	52	35	44	54	42
9407	밝은 하늘색	Korean	bright sky blue	176	214	231	83	-8	-13
10007	영국 레이싱 그린	Korean	british racing green	95	104	104	43	-3	-1
10207	갈색	Korean	brown	98	63	40	30	12	20
10407	갈색 회색	Korean	brown grey	88	66	57	30	8	9
10507	갈색 오렌지	Korean	brown orange	114	57	23	31	22	31
10607	브라운 레드	Korean	brown red	71	28	28	17	21	10
10707	갈색 황색	Korean	brown yellow	234	204	127	83	1	42
10807	갈색	Korean	brownish	62	35	24	17	12	13
10907	갈색적인 녹색	Korean	brownish green	141	157	131	63	-11	12
11007	갈색 회색	Korean	brownish grey	88	67	57	30	8	9
11107	갈색 오렌지	Korean	brownish orange	114	57	26	31	22	30
11207	갈색 핑크	Korean	brownish pink	142	88	91	44	23	8
11307	갈색 보라색	Korean	brownish purple	62	35	44	17	14	0
11507	갈색 황색	Korean	brownish yellow	234	204	128	83	1	42
11607	황색적인 녹색	Korean	browny green	50	96	86	37	-18	1
11707	황색 오렌지	Korean	browny orange	237	178	28	76	10	75
11807	타박상 색	Korean	bruise	95	64	37	30	10	22
12007	버블검 색	Korean	bubblegum	169	98	122	50	32	-1
12107	버블검 핑크	Korean	bubblegum pink	207	131	158	63	33	-2
12507	탄 붉은 색	Korean	burnt red	172	67	69	43	43	21
12607	탄 시에나 색	Korean	burnt siena	182	147	114	63	9	22
12707	황갈색	Korean	burnt sienna	82	46	33	23	15	15
13207	버터 황색	Korean	butter yellow	210	188	128	77	-1	33
13407	생도 블루	Korean	cadet blue	21	28	41	10	1	-10
13507	낙타	Korean	camel	147	112	81	50	10	22
13607	초록 카키 색	Korean	camo	45	60	53	24	-7	2
13707	카모 그린	Korean	camo green	80	90	70	37	-8	10
13807	위장 녹색	Korean	camouflage green	81	89	66	37	-8	12
14207	캐러멜	Korean	caramel	167	104	45	50	20	43
14407	카네이션 색	Korean	carnation	202	34	39	44	63	41
14507	카네이션의 핑크	Korean	carnation pink	231	174	189	77	23	1
14807	셀러리	Korean	celery	171	175	111	70	-12	33
14907	시멘트 색	Korean	cement	117	119	113	50	-2	3
15107	하늘색의	Korean	cerulean	171	191	215	77	-2	-14
15307	숯	Korean	charcoal	51	54	59	23	0	-3
15407	숯불 회색	Korean	charcoal grey	125	72	51	37	20	23
15907	초콜릿	Korean	chocolate	71	29	25	17	20	12
16007	초콜릿 갈색	Korean	chocolate brown	65	30	20	16	15	15
16107	계피	Korean	cinnamon	205	161	115	69	10	30
16207	클라레 색	Korean	claret	115	22	31	25	40	20
16307	점토	Korean	clay	134	116	97	50	4	13
16407	흙 갈색	Korean	clay brown	111	79	69	37	12	11
16507	맑은 푸른색	Korean	clear blue	69	64	123	30	19	-33
16607	흐린 청색	Korean	cloudy blue	180	170	156	70	1	8
16707	코발트	Korean	cobalt	37	53	104	24	11	-32
16807	코발트 블루	Korean	cobalt blue	27	34	102	17	22	-41
16907	코코아 색	Korean	cocoa	142	161	188	66	-1	-16
17007	커피	Korean	coffee	83	47	25	23	14	21
17107	쿨 블루	Korean	cool blue	35	54	105	24	10	-32
17207	시원한 녹색	Korean	cool green	66	94	49	37	-19	23
17307	쿨 그레이	Korean	cool grey	76	90	32	36	-16	31
17407	구리	Korean	copper	198	140	116	63	19	22
18107	크림 색	Korean	creme	206	139	103	64	21	30
18207	진홍	Korean	crimson	88	16	16	18	32	20
18407	청록색	Korean	cyan	51	131	138	50	-22	-11
18607	어두운	Korean	dark	22	7	18	3	7	-3
18807	어두운 아쿠아마린	Korean	dark aquamarine	71	125	153	50	-10	-21
19207	진한 파란색 회색	Korean	dark blue grey	57	70	104	30	5	-21
19307	진한 갈색	Korean	dark brown	91	64	54	30	10	11
19407	어두운 산호색	Korean	dark coral	142	89	83	44	21	12
19607	어두운 청록색	Korean	dark cyan	132	159	153	63	-10	0
19707	어두운 숲의 녹색	Korean	dark forest green	62	74	51	30	-10	13
19807	진한 자홍색	Korean	dark fuchsia	188	113	136	56	33	0
19907	다크 골드	Korean	dark gold	235	204	145	83	3	34
20007	진한 잔디 녹색	Korean	dark grass green	63	94	51	37	-21	21
20107	암록색	Korean	dark green	90	107	82	43	-11	12
20207	짙은 청 파랑	Korean	dark green blue	68	67	103	30	10	-21
20307	어두운 회색	Korean	dark grey	0	79	111	30	-15	-27
20407	어두운 회색 파랑	Korean	dark grey blue	0	16	32	3	-5	-14
20507	진한 핫 핑크	Korean	dark hot pink	216	95	139	57	52	0
20607	다크 인디고	Korean	dark indigo	49	50	64	21	3	-9
20807	어두운 라벤더	Korean	dark lavender	209	183	168	76	7	11
21207	진한 자홍색	Korean	dark magenta	132	38	58	31	41	11
21307	어두운 적갈색	Korean	dark maroon	43	21	21	10	12	5
